"","df.Music","df.Slow.songs.or.fast.songs","df.Dance","df.Folk","df.Country","df.Classical.music","df.Musical","df.Rock","df.Metal.or.Hardrock","df.Punk","df.Hiphop..Rap","df.Reggae..Ska","df.Swing..Jazz","df.Rock.n.roll","df.Alternative","df.Latino","df.Techno..Trance","df.Opera","df.Pop","cluster","Pc1","Pc2","kclust","hclust"
"809",-5,-2,-5,-3,-2,-4,-1,-2,-1,-2,-1,-3,-5,-3,-3,-3,-5,-2,-4,2,0.161295513305044,-1.67616575352629,"2","3"
"810",-5,-4,-3,-3,-2,-4,-3,-4,-1,-1,-2,-1,-3,-3,-2,-3,-2,-3,-5,2,0.283274104322717,-1.05393065212875,"2","3"
"811",-5,-2,-5,-2,-3,-3,-3,-4,-4,-4,-5,-4,-2,-4,-3,-4,-1,-3,-4,2,-1.20222055125701,-0.996774604617495,"2","3"
"812",-5,-5,-2,-1,-2,-4,-3,-5,-5,-5,-2,-1,-4,-5,-4,-2,-2,-3,-3,3,-2.42028523465543,2.35288829007499,"3","2"
"813",-5,-3,-3,-1,-1,-2,-1,-3,-3,-2,-4,-3,-2,-1,-2,-1,-1,-1,-3,1,2.54880536868042,1.72097918670772,"1","1"
"814",-5,-3,-4,-3,-2,-3,-4,-3,-1,-1,-2,-3,-2,-3,-2,-4,-2,-2,-4,2,0.683525945187453,-1.63568259167556,"2","3"
"815",-4,-3,-4,-1,-1,-1,-1,-3,-2,-2,-4,-5,-3,-5,-4,-1,-5,-1,-4,1,1.46547469403303,0.150231013646986,"1","1"
"816",-5,-2,-3,-3,-3,-4,-3,-5,-3,-3,-1,-3,-3,-3,-4,-4,-4,-2,-4,2,-1.77524853523717,-0.322612122604619,"2","2"
"817",-5,-3,-3,-1,-3,-3,-3,-4,-1,-4,-4,-4,-4,-4,-3,-5,-1,-1,-5,2,-0.618383741923313,-1.19569059391339,"2","3"
"818",-5,-3,-5,-3,-2,-2,-3,-3,-1,-2,-4,-4,-3,-3,-2,-5,-4,-3,-3,2,0.570738008189072,-2.54525482216911,"2","3"
"819",-5,-3,-2,-1,-2,-1,-1,-5,-5,-5,-1,-3,-1,-3,-1,-3,-1,-1,-2,3,0.351188711496492,3.58163788317209,"3","2"
"820",-5,-4,-2,-1,-1,-1,-2,-2,-1,-1,-5,-1,-2,-1,-1,-2,-2,-1,-2,1,4.01233482207122,0.981946831574552,"1","1"
"821",-5,-5,-5,-3,-1,-3,-3,-1,-1,-1,-3,-2,-2,-2,-3,-2,-4,-2,-4,1,2.50046183502801,-1.5597891604964,"1","1"
"822",-4,-3,-3,-2,-3,-4,-4,-3,-2,-4,-2,-5,-4,-5,-4,-3,-1,-2,-4,2,-2.10691073377454,-0.38021189779334,"2","2"
"823",-5,-3,-4,-4,-1,-3,-4,-3,-1,-1,-5,-4,-3,-2,-3,-4,-4,-3,-5,2,0.670342353534046,-3.14509444330776,"2","3"
"824",-5,-2,-3,-4,-4,-5,-3,-1,-1,-1,-1,-1,-4,-1,-1,-3,-1,-3,-2,2,0.0472082024132562,-0.993795296276182,"2","3"
"825",-4,-4,-4,-3,-3,-5,-1,-4,-1,-1,-3,-1,-4,-1,-1,-2,-4,-4,-5,1,0.953132961331215,-1.65721360011349,"1","3"
"826",-5,-5,-5,-3,-3,-3,-5,-5,-2,-4,-1,-3,-2,-5,-2,-5,-4,-3,-5,2,-1.47886472938334,-2.15709227466191,"2","2"
"827",-5,-5,-1,-1,-1,-5,-5,-1,-1,-1,-1,-3,-4,-1,-5,-5,-1,-5,-1,2,-0.706457131622132,-0.0272731847459836,"2","3"
"828",-5,-3,-2,-2,-2,-3,-2,-5,-5,-5,-1,-4,-4,-4,-2,-3,-2,-3,-2,3,-2.38138754294998,2.16307837567099,"3","2"
"829",-5,-4,-3,-2,-2,-3,-3,-3,-2,-1,-5,-3,-3,-3,-2,-2,-3,-2,-4,1,1.19697897666272,-0.956874826409928,"1","1"
"830",-5,-3,-2,-1,-2,-3,-2,-5,-4,-3,-2,-2,-3,-4,-3,-2,-1,-1,-4,3,-0.503944070728287,2.07796453783981,"3","2"
"831",-5,-3,-5,-1,-4,-5,-5,-4,-2,-1,-4,-2,-5,-4,-4,-2,-1,-5,-3,2,-2.22157178033202,-1.75494549585179,"2","3"
"832",-5,-4,-2,-4,-3,-4,-2,-5,-4,-4,-1,-4,-3,-4,-3,-2,-3,-2,-2,3,-2.36780555580921,1.63753187746477,"3","2"
"833",-5,-3,-3,-3,-3,-3,-4,-5,-2,-4,-1,-3,-3,-5,-5,-3,-2,-2,-3,3,-2.5014400124141,0.536904796017617,"3","2"
"834",-5,-3,-2,-5,-5,-4,-5,-5,-5,-5,-1,-4,-5,-2,-3,-1,-1,-3,-2,3,-4.26117013437939,1.14480503220093,"3","2"
"835",-5,-3,-1,-2,-2,-2,-2,-5,-5,-5,-1,-5,-3,-4,-4,-2,-2,-1,-2,3,-1.95338516391622,3.34433874259625,"3","2"
"836",-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5.5146325342383,-3.76807370248922,"2","3"
"837",-5,-3,-4,-2,-3,-3,-5,-5,-2,-2,-3,-4,-4,-4,-2,-5,-2,-3,-5,2,-1.45954954892699,-2.46522186537337,"2","3"
"838",-5,-4,-4,-2,-2,-1,-1,-4,-3,-2,-4,-2,-1,-2,-3,-2,-4,-1,-4,1,2.41636965850469,0.510589922741646,"1","1"
"839",-5,-2,-2,-1,-2,-2,-1,-5,-5,-3,-2,-3,-5,-5,-3,-3,-1,-2,-4,3,-1.62964161829869,1.7749103785873,"3","2"
"840",-5,-3,-4,-2,-2,-4,-4,-5,-1,-1,-3,-2,-4,-4,-1,-4,-2,-3,-5,2,-0.383884198596432,-2.15691380916817,"2","3"
"841",-5,-3,-2,-2,-2,-5,-1,-4,-4,-2,-1,-3,-5,-4,-1,-4,-1,-4,-4,3,-1.83403006268186,0.276606896658649,"3","2"
"842",-5,-4,-1,-2,-4,-5,-5,-4,-1,-1,-1,-2,-3,-4,-5,-2,-1,-2,-3,3,-1.79188799477425,0.538319702623735,"3","2"
"843",-5,-4,-2,-1,-1,-3,-2,-4,-3,-2,-2,-4,-3,-4,-5,-1,-1,-2,-2,3,-0.561820199267999,2.49345490768033,"3","2"
"844",-5,-4,-3,-1,-1,-3,-3,-3,-1,-1,-4,-4,-2,-3,-3,-4,-2,-1,-5,1,1.71075187814493,-1.14558952631593,"1","3"
"845",-5,-2,-1,-3,-2,-3,-3,-4,-4,-3,-1,-2,-1,-4,-3,-3,-1,-1,-3,3,-0.787194770869483,2.15404071169206,"3","2"
"846",-5,-2,-1,-3,-2,-4,-2,-5,-3,-3,-1,-4,-2,-3,-5,-2,-1,-2,-4,3,-1.70332320781573,1.9404138273662,"3","2"
"847",-4,-3,-2,-5,-3,-5,-2,-4,-2,-4,-3,-3,-4,-4,-4,-2,-4,-4,-2,2,-2.71576377236241,0.144322076075543,"2","3"
"848",-5,-5,-3,-2,-2,-4,-5,-5,-5,-1,-5,-2,-3,-3,-3,-5,-5,-3,-5,2,-0.742880153156555,-2.00571385947471,"2","3"
"849",-5,-4,-2,-1,-1,-2,-2,-4,-4,-1,-1,-1,-2,-3,-1,-2,-1,-2,-3,1,1.4051425080209,2.29749145235065,"1","1"
"850",-5,-5,-2,-1,-1,-1,-1,-5,-5,-4,-5,-2,-1,-4,-2,-1,-2,-1,-1,3,1.19434528426339,3.71800245029835,"3","2"
"851",-4,-4,-4,-1,-4,-4,-1,-4,-4,-3,-2,-3,-2,-1,-1,-2,-5,-2,-3,1,0.98394435002635,0.60258695839943,"1","3"
"852",-5,-3,-3,-1,-2,-3,-1,-4,-1,-1,-4,-1,-1,-1,-4,-1,-2,-1,-4,1,2.64558846914507,1.07966855326608,"1","1"
"853",-5,-4,-3,-2,-2,-3,-4,-5,-3,-4,-2,-4,-3,-5,-3,-1,-1,-1,-3,3,-1.42600330333031,1.47731629869964,"3","2"
"854",-5,-4,-2,-1,-1,-1,-2,-4,-4,-3,-3,-2,-1,-1,-2,-2,-5,-1,-1,1,2.33271910646699,2.62403083470928,"1","1"
"855",-5,-4,-4,-3,-1,-3,-2,-5,-5,-4,-3,-2,-1,-5,-3,-3,-5,-2,-3,3,-0.6119024758834,0.889661699808491,"3","2"
"856",-5,-3,-3,-3,-2,-3,-3,-3,-1,-1,-5,-3,-2,-3,-3,-3,-3,-1,-4,1,1.27254277198401,-1.32488621898004,"1","1"
"857",-5,-5,-5,-1,-2,-1,-4,-3,-2,-4,-4,-3,-1,-4,-1,-2,-3,-1,-4,1,2.04456876527436,-0.442769028445543,"1","1"
"858",-5,-5,-3,-1,-3,-1,-1,-5,-5,-3,-1,-4,-2,-2,-4,-1,-3,-1,-2,3,0.358931733183483,3.0769812299013,"3","2"
"859",-4,-3,-4,-3,-2,-2,-3,-5,-2,-3,-2,-4,-4,-4,-2,-4,-4,-2,-4,2,-0.6810511652052,-1.09268552703378,"2","3"
"860",-5,-3,-4,-1,-2,-3,-2,-3,-4,-3,-5,-4,-2,-3,-2,-2,-5,-3,-3,1,0.731130061474516,-0.209153293862187,"1","1"
"861",-5,-2,-5,-2,-2,-5,-4,-4,-3,-2,-4,-1,-5,-4,-4,-3,-3,-2,-4,2,-1.33965496580714,-1.51554604604375,"2","3"
"862",-4,-4,-5,-1,-3,-4,-1,-1,-1,-4,-1,-1,-2,-3,-1,-3,-4,-1,-4,1,2.22478119382748,-0.414998791298255,"1","1"
"863",-4,-3,-1,-1,-2,-2,-2,-4,-1,-2,-3,-3,-2,-2,-5,-1,-1,-1,-3,1,1.19126477226242,2.30548600069383,"1","1"
"864",-5,-3,-3,-3,-1,-3,-1,-4,-1,-1,-2,-2,-3,-2,-5,-2,-2,-1,-3,1,0.885988382335617,0.969329367770506,"1","2"
"865",-5,-5,-4,-3,-2,-3,-3,-1,-1,-2,-3,-1,-1,-3,-2,-2,-3,-1,-4,1,2.50361305926265,-0.781862592124254,"1","1"
